number,title,difficulty,acceptance,family,statement_brief,url,slug,source_list
1104,Path In Zigzag Labelled Binary Tree,Medium,75.7%,Root-to-leaf / path state,Return the path from root to a label in a perfect binary tree whose levels are alternately reversed.,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree/,path-in-zigzag-labelled-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1110,Delete Nodes And Return Forest,Medium,72.5%,Tree mutation / transformation,Delete selected values from a tree and return the resulting forest roots.,https://leetcode.com/problems/delete-nodes-and-return-forest/,delete-nodes-and-return-forest,"uploaded LeetCode Binary Tree list, full 180 paste"
1120,Maximum Average Subtree,Medium,66.9%,Structural matching / comparison,Find the maximum average value among all subtrees.,https://leetcode.com/problems/maximum-average-subtree/,maximum-average-subtree,"uploaded LeetCode Binary Tree list, full 180 paste"
1123,Lowest Common Ancestor of Deepest Leaves,Medium,79.4%,Tree as graph / ancestor paths,Return the lowest common ancestor of all deepest leaves.,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/,lowest-common-ancestor-of-deepest-leaves,"uploaded LeetCode Binary Tree list, full 180 paste"
1145,Binary Tree Coloring Game,Medium,52.9%,General binary tree,Determine whether the second player can win by choosing an advantageous node region.,https://leetcode.com/problems/binary-tree-coloring-game/,binary-tree-coloring-game,"uploaded LeetCode Binary Tree list, full 180 paste"
1161,Maximum Level Sum of a Binary Tree,Medium,70.0%,BFS level traversal,Find the level whose node values have the largest sum.,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/,maximum-level-sum-of-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1214,Two Sum BSTs,Medium,68.2%,BST ordered query,Check whether one node from each of two BSTs can sum to a target.,https://leetcode.com/problems/two-sum-bsts/,two-sum-bsts,"uploaded LeetCode Binary Tree list, full 180 paste"
1261,Find Elements in a Contaminated Binary Tree,Medium,84.1%,General binary tree,Recover values in a contaminated tree and support membership queries.,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/,find-elements-in-a-contaminated-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1302,Deepest Leaves Sum,Medium,86.5%,Root-to-leaf / path state,Compute the sum of all nodes at the deepest level.,https://leetcode.com/problems/deepest-leaves-sum/,deepest-leaves-sum,"uploaded LeetCode Binary Tree list, full 180 paste"
1305,All Elements in Two Binary Search Trees,Medium,80.3%,BST invariant / mutation,Return all values from two BSTs in sorted order.,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/,all-elements-in-two-binary-search-trees,"uploaded LeetCode Binary Tree list, full 180 paste"
1315,Sum of Nodes with Even-Valued Grandparent,Medium,85.9%,General binary tree,Sum values of nodes whose grandparent has an even value.,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent/,sum-of-nodes-with-even-valued-grandparent,"uploaded LeetCode Binary Tree list, full 180 paste"
1325,Delete Leaves With a Given Value,Medium,77.3%,Root-to-leaf / path state,Repeatedly delete leaf nodes whose value matches a target.,https://leetcode.com/problems/delete-leaves-with-a-given-value/,delete-leaves-with-a-given-value,"uploaded LeetCode Binary Tree list, full 180 paste"
1339,Maximum Product of Splitted Binary Tree,Medium,55.7%,Tree DP / postorder aggregation,Remove one edge and maximize the product of the sums of the resulting subtrees.,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree/,maximum-product-of-splitted-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1361,Validate Binary Tree Nodes,Medium,44.1%,General binary tree,"Given child-index arrays, determine whether they form exactly one valid binary tree.",https://leetcode.com/problems/validate-binary-tree-nodes/,validate-binary-tree-nodes,"uploaded LeetCode Binary Tree list, full 180 paste"
1367,Linked List in Binary Tree,Medium,52.0%,Structural matching / comparison,Check whether a linked list appears as a downward path in a binary tree.,https://leetcode.com/problems/linked-list-in-binary-tree/,linked-list-in-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1372,Longest ZigZag Path in a Binary Tree,Medium,67.1%,Root-to-leaf / path state,Find the longest path that alternates between left and right child moves.,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/,longest-zigzag-path-in-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1373,Maximum Sum BST in Binary Tree,Hard,47.2%,BST invariant / mutation,Find the maximum sum over all subtrees that satisfy the BST property.,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,maximum-sum-bst-in-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Easy,85.8%,Structural matching / comparison,Locate in a cloned tree the node corresponding to a target node in the original tree.,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1382,Balance a Binary Search Tree,Medium,86.3%,BST construction / transformation,Rebuild a BST into a height-balanced BST containing the same values.,https://leetcode.com/problems/balance-a-binary-search-tree/,balance-a-binary-search-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium,47.5%,Root-to-leaf / path state,Check whether an array exactly matches some root-to-leaf path.,https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree/,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1448,Count Good Nodes in Binary Tree,Medium,73.8%,Structural DFS / subtree properties,Count nodes that are at least as large as every value on the root-to-node path before them.,https://leetcode.com/problems/count-good-nodes-in-binary-tree/,count-good-nodes-in-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1457,Pseudo-Palindromic Paths in a Binary Tree,Medium,68.4%,Root-to-leaf / path state,Count root-to-leaf paths whose values can be rearranged into a palindrome.,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/,pseudo-palindromic-paths-in-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1469,Find All The Lonely Nodes,Easy,84.1%,Structural DFS / subtree properties,Return nodes that are the only child of their parent.,https://leetcode.com/problems/find-all-the-lonely-nodes/,find-all-the-lonely-nodes,"uploaded LeetCode Binary Tree list, full 180 paste"
1485,Clone Binary Tree With Random Pointer,Medium,80.9%,Structural matching / comparison,Deep-copy a binary tree whose nodes also have random pointers.,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/,clone-binary-tree-with-random-pointer,"uploaded LeetCode Binary Tree list, full 180 paste"
1530,Number of Good Leaf Nodes Pairs,Medium,71.8%,Root-to-leaf / path state,Count leaf pairs whose shortest path distance is at most a given bound.,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/,number-of-good-leaf-nodes-pairs,"uploaded LeetCode Binary Tree list, full 180 paste"
1569,Number of Ways to Reorder Array to Get Same BST,Hard,54.1%,BST construction / transformation,Count reorderings of an array that produce the same BST insertion shape.,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/,number-of-ways-to-reorder-array-to-get-same-bst,"uploaded LeetCode Binary Tree list, full 180 paste"
1586,Binary Search Tree Iterator II,Medium,63.4%,BST iterator / ordered traversal,Design a BST iterator that can move forward and backward in sorted order.,https://leetcode.com/problems/binary-search-tree-iterator-ii/,binary-search-tree-iterator-ii,"uploaded LeetCode Binary Tree list, full 180 paste"
1597,Build Binary Expression Tree From Infix Expression,Hard,62.8%,Construction / parsing,Parse an infix expression and build its binary expression tree.,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/,build-binary-expression-tree-from-infix-expression,"uploaded LeetCode Binary Tree list, full 180 paste"
1602,Find Nearest Right Node in Binary Tree,Medium,75.1%,BFS level traversal,Find the node immediately to the right of a target on the same level.,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/,find-nearest-right-node-in-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1609,Even Odd Tree,Medium,67.1%,BFS level traversal,Check alternating level parity and strict ordering constraints.,https://leetcode.com/problems/even-odd-tree/,even-odd-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1612,Check If Two Expression Trees are Equivalent,Medium,71.7%,Construction / parsing,Determine whether two expression trees represent equivalent expressions.,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/,check-if-two-expression-trees-are-equivalent,"uploaded LeetCode Binary Tree list, full 180 paste"
1628,Design an Expression Tree With Evaluate Function,Medium,82.5%,Construction / parsing,Design expression-tree nodes that can evaluate an arithmetic expression.,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/,design-an-expression-tree-with-evaluate-function,"uploaded LeetCode Binary Tree list, full 180 paste"
1644,Lowest Common Ancestor of a Binary Tree II,Medium,69.6%,Tree as graph / ancestor paths,Find LCA when either requested node may be absent from the tree.,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/,lowest-common-ancestor-of-a-binary-tree-ii,"uploaded LeetCode Binary Tree list, full 180 paste"
1650,Lowest Common Ancestor of a Binary Tree III,Medium,83.0%,Tree as graph / ancestor paths,Find LCA when nodes include parent pointers.,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/,lowest-common-ancestor-of-a-binary-tree-iii,"uploaded LeetCode Binary Tree list, full 180 paste"
1660,Correct a Binary Tree,Medium,74.3%,Tree mutation / transformation,Remove an invalid node whose right pointer incorrectly targets another node on the same level.,https://leetcode.com/problems/correct-a-binary-tree/,correct-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1666,Change the Root of a Binary Tree,Medium,75.2%,Tree mutation / transformation,Reroot a binary tree at a leaf while updating parent-child pointers.,https://leetcode.com/problems/change-the-root-of-a-binary-tree/,change-the-root-of-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1676,Lowest Common Ancestor of a Binary Tree IV,Medium,79.6%,Tree as graph / ancestor paths,Find the LCA of a set of multiple nodes.,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv/,lowest-common-ancestor-of-a-binary-tree-iv,"uploaded LeetCode Binary Tree list, full 180 paste"
1740,Find Distance in a Binary Tree,Medium,74.3%,Tree as graph / ancestor paths,Compute the number of edges between two node values in a binary tree.,https://leetcode.com/problems/find-distance-in-a-binary-tree/,find-distance-in-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
1902,Depth of BST Given Insertion Order,Medium,42.5%,BST construction / transformation,Compute the depth of the BST produced by inserting values in the given order.,https://leetcode.com/problems/depth-of-bst-given-insertion-order/,depth-of-bst-given-insertion-order,"uploaded LeetCode Binary Tree list, full 180 paste"
1932,Merge BSTs to Create Single BST,Hard,38.7%,BST construction / transformation,Merge several small BSTs into one valid BST if possible.,https://leetcode.com/problems/merge-bsts-to-create-single-bst/,merge-bsts-to-create-single-bst,"uploaded LeetCode Binary Tree list, full 180 paste"
1973,Count Nodes Equal to Sum of Descendants,Medium,77.3%,Structural DFS / subtree properties,Count nodes whose value equals the sum of values in their descendant nodes.,https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants/,count-nodes-equal-to-sum-of-descendants,"uploaded LeetCode Binary Tree list, full 180 paste"
2005,Subtree Removal Game with Fibonacci Tree,Hard,57.5%,Structural matching / comparison,Solve a game on a Fibonacci-shaped tree after subtree removals.,https://leetcode.com/problems/subtree-removal-game-with-fibonacci-tree/,subtree-removal-game-with-fibonacci-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2049,Count Nodes With the Highest Score,Medium,52.7%,Tree DP / postorder aggregation,Count nodes whose removal gives the maximum product of component sizes.,https://leetcode.com/problems/count-nodes-with-the-highest-score/,count-nodes-with-the-highest-score,"uploaded LeetCode Binary Tree list, full 180 paste"
2096,Step-By-Step Directions From a Binary Tree Node to Another,Medium,56.4%,Tree as graph / ancestor paths,Return directions for moving from one node value to another in a binary tree.,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/,step-by-step-directions-from-a-binary-tree-node-to-another,"uploaded LeetCode Binary Tree list, full 180 paste"
2196,Create Binary Tree From Descriptions,Medium,81.7%,Construction / parsing,Build a binary tree from parent-child-isLeft descriptions.,https://leetcode.com/problems/create-binary-tree-from-descriptions/,create-binary-tree-from-descriptions,"uploaded LeetCode Binary Tree list, full 180 paste"
2236,Root Equals Sum of Children,Easy,84.9%,Structural DFS / subtree properties,Check whether the root value equals the sum of its two children.,https://leetcode.com/problems/root-equals-sum-of-children/,root-equals-sum-of-children,"uploaded LeetCode Binary Tree list, full 180 paste"
2265,Count Nodes Equal to Average of Subtree,Medium,86.8%,Tree DP / postorder aggregation,Count nodes whose value equals the integer average of their subtree.,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/,count-nodes-equal-to-average-of-subtree,"uploaded LeetCode Binary Tree list, full 180 paste"
2313,Minimum Flips in Binary Tree to Get Result,Hard,56.8%,Tree DP / postorder aggregation,Compute the minimum leaf-value flips needed for a boolean expression tree to evaluate to a target result.,https://leetcode.com/problems/minimum-flips-in-binary-tree-to-get-result/,minimum-flips-in-binary-tree-to-get-result,"uploaded LeetCode Binary Tree list, full 180 paste"
2331,Evaluate Boolean Binary Tree,Easy,82.4%,General binary tree,Evaluate a boolean expression encoded as a binary tree.,https://leetcode.com/problems/evaluate-boolean-binary-tree/,evaluate-boolean-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2385,Amount of Time for Binary Tree to Be Infected,Medium,65.3%,Tree as graph / ancestor paths,Compute how long infection spreads from a start node through tree edges.,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected/,amount-of-time-for-binary-tree-to-be-infected,"uploaded LeetCode Binary Tree list, full 180 paste"
2415,Reverse Odd Levels of Binary Tree,Medium,86.7%,BFS level traversal,Reverse node values on odd levels of a perfect binary tree.,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree/,reverse-odd-levels-of-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2445,Number of Nodes With Value One,Medium,66.0%,General binary tree,"After subtree flip operations, count nodes whose final value is one.",https://leetcode.com/problems/number-of-nodes-with-value-one/,number-of-nodes-with-value-one,"uploaded LeetCode Binary Tree list, full 180 paste"
2458,Height of Binary Tree After Subtree Removal Queries,Hard,54.9%,Structural matching / comparison,Answer subtree-removal queries asking for the remaining tree height.,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/,height-of-binary-tree-after-subtree-removal-queries,"uploaded LeetCode Binary Tree list, full 180 paste"
2471,Minimum Number of Operations to Sort a Binary Tree by Level,Medium,74.2%,BFS level traversal,"For each level, compute swaps needed to sort its values and sum them.",https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/,minimum-number-of-operations-to-sort-a-binary-tree-by-level,"uploaded LeetCode Binary Tree list, full 180 paste"
2476,Closest Nodes Queries in a Binary Search Tree,Medium,44.4%,BST ordered query,"For each query, find the closest floor and ceiling values in a BST.",https://leetcode.com/problems/closest-nodes-queries-in-a-binary-search-tree/,closest-nodes-queries-in-a-binary-search-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2509,Cycle Length Queries in a Tree,Hard,60.3%,Tree as graph / ancestor paths,Answer cycle-length queries in an implicit complete binary tree after adding an edge.,https://leetcode.com/problems/cycle-length-queries-in-a-tree/,cycle-length-queries-in-a-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2583,Kth Largest Sum in a Binary Tree,Medium,59.0%,BFS level traversal,Compute level sums and return the kth largest one.,https://leetcode.com/problems/kth-largest-sum-in-a-binary-tree/,kth-largest-sum-in-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2641,Cousins in Binary Tree II,Medium,75.8%,BFS level traversal,Replace each node value using cousin-level sums.,https://leetcode.com/problems/cousins-in-binary-tree-ii/,cousins-in-binary-tree-ii,"uploaded LeetCode Binary Tree list, full 180 paste"
2673,Make Costs of Paths Equal in a Binary Tree,Medium,58.4%,Root-to-leaf / path state,Increment node costs so all root-to-leaf path costs become equal with minimum operations.,https://leetcode.com/problems/make-costs-of-paths-equal-in-a-binary-tree/,make-costs-of-paths-equal-in-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2689,Extract Kth Character From The Rope Tree,Easy,73.4%,Out-of-category / tree-adjacent,Return the kth character represented by a rope tree.,https://leetcode.com/problems/extract-kth-character-from-the-rope-tree/,extract-kth-character-from-the-rope-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2764,Is Array a Preorder of Some Binary Tree,Medium,67.8%,DFS traversal,Check whether an array can represent the preorder traversal of some binary tree under the problem constraints.,https://leetcode.com/problems/is-array-a-preorder-of-some-binary-tree/,is-array-a-preorder-of-some-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2773,Height of Special Binary Tree,Medium,74.4%,Structural DFS / subtree properties,Compute the height of a special binary tree representation.,https://leetcode.com/problems/height-of-special-binary-tree/,height-of-special-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
2792,Count Nodes That Are Great Enough,Hard,56.5%,Tree DP / postorder aggregation,Count nodes satisfying a subtree-order statistic condition.,https://leetcode.com/problems/count-nodes-that-are-great-enough/,count-nodes-that-are-great-enough,"uploaded LeetCode Binary Tree list, full 180 paste"
3157,Find the Level of Tree with Minimum Sum,Medium,69.6%,BFS level traversal,Find the tree level whose node values have the smallest sum.,https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum/,find-the-level-of-tree-with-minimum-sum,"uploaded LeetCode Binary Tree list, full 180 paste"
3319,K-th Largest Perfect Subtree Size in Binary Tree,Medium,62.2%,Tree DP / postorder aggregation,Find perfect binary subtrees and return the kth largest subtree size.,https://leetcode.com/problems/k-th-largest-perfect-subtree-size-in-binary-tree/,k-th-largest-perfect-subtree-size-in-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
3526,Range XOR Queries with Subarray Reversals,Hard,62.6%,Out-of-category / tree-adjacent,Answer range XOR queries with subarray reversal updates; included in the tag list but not a core binary-tree problem.,https://leetcode.com/problems/range-xor-queries-with-subarray-reversals/,range-xor-queries-with-subarray-reversals,"uploaded LeetCode Binary Tree list, full 180 paste"
3831,Median of a Binary Search Tree Level,Medium,88.0%,BST ordered query,Compute or query medians of values by BST level.,https://leetcode.com/problems/median-of-a-binary-search-tree-level/,median-of-a-binary-search-tree-level,"uploaded LeetCode Binary Tree list, full 180 paste"
3879,Maximum Distinct Path Sum in a Binary Tree,Medium,57.3%,Root-to-leaf / path state,Find a maximum path sum subject to distinct-value constraints.,https://leetcode.com/problems/maximum-distinct-path-sum-in-a-binary-tree/,maximum-distinct-path-sum-in-a-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
3902,Zigzag Level Sum of Binary Tree,Medium,73.6%,BFS level traversal,Compute a zigzag-signed or alternating level sum as defined by the problem.,https://leetcode.com/problems/zigzag-level-sum-of-binary-tree/,zigzag-level-sum-of-binary-tree,"uploaded LeetCode Binary Tree list, full 180 paste"
